location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million
Panama,PAN,2021-06-22,1441646,NA,490211,NA,207,16235,33.41,NA,11.36,NA,3763
Panama,PAN,2021-06-23,1444047,NA,499244,NA,2401,14323,33.47,NA,11.57,NA,3320
Panama,PAN,2021-06-24,1469057,961168,507889,NA,25010,14023,34.05,22.28,11.77,NA,3250
Panama,PAN,2021-06-25,1485288,970196,515092,NA,16231,12741,34.42,22.49,11.94,NA,2953
Panama,PAN,2021-06-26,NA,NA,NA,NA,NA,11571,NA,NA,NA,NA,2682
Panama,PAN,2021-06-27,1501657,NA,NA,NA,NA,10671,34.8,NA,NA,NA,2473
Panama,PAN,2021-06-28,1518049,994064,523985,NA,16392,10944,35.18,23.04,12.14,NA,2536
Panama,PAN,2021-06-29,1534248,1007646,526602,NA,16199,13229,35.56,23.35,12.2,NA,3066
Panama,PAN,2021-06-30,1553711,1018935,534776,NA,19463,15666,36.01,23.62,12.39,NA,3631
Panama,PAN,2021-07-01,1572931,1026456,546475,NA,19220,14839,36.45,23.79,12.67,NA,3439
Panama,PAN,2021-07-02,NA,NA,NA,NA,NA,13830,NA,NA,NA,NA,3205
Panama,PAN,2021-07-03,NA,NA,NA,NA,NA,13971,NA,NA,NA,NA,3238
Panama,PAN,2021-07-04,1600437,1038281,562156,NA,NA,14111,37.09,24.06,13.03,NA,3270
Panama,PAN,2021-07-05,1614850,1045711,569139,NA,14413,13829,37.43,24.24,13.19,NA,3205
Panama,PAN,2021-07-06,1646855,1073286,573569,NA,32005,16087,38.17,24.87,13.29,NA,3728
Panama,PAN,2021-07-07,1664002,1082807,581195,NA,17147,15756,38.57,25.1,13.47,NA,3652
Panama,PAN,2021-07-08,1688479,1096941,591538,NA,24477,16507,39.13,25.42,13.71,NA,3826
Panama,PAN,2021-07-09,1724646,1121704,602942,NA,36167,20364,39.97,26,13.97,NA,4720
Panama,PAN,2021-07-10,NA,NA,NA,NA,NA,19884,NA,NA,NA,NA,4608
Panama,PAN,2021-07-11,1736269,1127967,608302,NA,NA,19405,40.24,26.14,14.1,NA,4497
Panama,PAN,2021-07-12,1749605,1133139,616466,NA,13336,19251,40.55,26.26,14.29,NA,4462
Panama,PAN,2021-07-13,1763511,1139416,624095,NA,13906,16665,40.87,26.41,14.46,NA,3862
Panama,PAN,2021-07-14,1781542,1149802,631740,NA,18031,16791,41.29,26.65,14.64,NA,3892
Panama,PAN,2021-07-15,1810017,1169979,640038,NA,28475,17363,41.95,27.12,14.83,NA,4024
Panama,PAN,2021-07-16,1841890,1193334,648556,NA,31873,16749,42.69,27.66,15.03,NA,3882
Panama,PAN,2021-07-17,NA,NA,NA,NA,NA,17591,NA,NA,NA,NA,4077
Panama,PAN,2021-07-18,NA,NA,NA,NA,NA,18433,NA,NA,NA,NA,4272
Panama,PAN,2021-07-19,1877009,1220227,656782,NA,NA,18201,43.5,28.28,15.22,NA,4218
Panama,PAN,2021-07-20,1890415,1226715,663700,NA,13406,18129,43.81,28.43,15.38,NA,4202
Panama,PAN,2021-07-21,1911404,1241588,669816,NA,20989,18552,44.3,28.78,15.52,NA,4300
Panama,PAN,2021-07-22,1975276,1300265,675011,NA,63872,23608,45.78,30.14,15.64,NA,5471
Panama,PAN,2021-07-23,2066597,1384491,682106,NA,91321,32101,47.9,32.09,15.81,NA,7440
Panama,PAN,2021-07-24,2168541,1485279,683262,NA,101944,44992,50.26,34.42,15.84,NA,10427
Panama,PAN,2021-07-25,2252051,1567945,684106,NA,83510,55250,52.19,36.34,15.85,NA,12805
Panama,PAN,2021-07-26,NA,NA,NA,NA,NA,57154,NA,NA,NA,NA,13246
Panama,PAN,2021-07-27,NA,NA,NA,NA,NA,58815,NA,NA,NA,NA,13631
Panama,PAN,2021-07-28,2327152,1637695,689457,NA,NA,59393,53.93,37.96,15.98,NA,13765
Panama,PAN,2021-07-29,2408895,1717496,691399,NA,81743,61946,55.83,39.81,16.02,NA,14357
Panama,PAN,2021-07-30,2573226,1878898,694328,NA,164331,72376,59.64,43.55,16.09,NA,16774
Panama,PAN,2021-07-31,2679699,1984082,695617,NA,106473,73023,62.11,45.98,16.12,NA,16924
Panama,PAN,2021-08-01,2753083,2056138,696945,NA,73384,71576,63.81,47.65,16.15,NA,16589
Panama,PAN,2021-08-02,2803185,2103939,699246,NA,50102,75157,64.97,48.76,16.21,NA,17419
Panama,PAN,2021-08-03,2818065,2117800,700225,NA,14880,73707,65.31,49.08,16.23,NA,17082
Panama,PAN,2021-08-04,2844241,2133336,710905,NA,26176,73870,65.92,49.44,16.48,NA,17120
Panama,PAN,2021-08-05,2929481,2208721,720760,NA,85240,74369,67.89,51.19,16.7,NA,17236
Panama,PAN,2021-08-06,3006726,2280937,725789,NA,77245,61929,69.68,52.86,16.82,NA,14353
Panama,PAN,2021-08-07,3092971,2354177,738794,NA,86245,59039,71.68,54.56,17.12,NA,13683
Panama,PAN,2021-08-08,3142065,2398106,743959,NA,49094,55569,72.82,55.58,17.24,NA,12879
Panama,PAN,2021-08-09,NA,NA,NA,NA,NA,51273,NA,NA,NA,NA,11883
Panama,PAN,2021-08-10,3182124,2425133,756991,NA,NA,52008,73.75,56.21,17.54,NA,12053
Panama,PAN,2021-08-11,3217064,2429164,787900,NA,34940,53260,74.56,56.3,18.26,NA,12344
Panama,PAN,2021-08-12,3292229,2469405,822824,NA,75165,51821,76.3,57.23,19.07,NA,12010
